respondent_id;question;topic;response
118779175870;What are your camera trapping-related research questions?;Community structure;A priority (1)
118779168565;What are your camera trapping-related research questions?;Presence/absence;A priority (1)
118779168565;What are your camera trapping-related research questions?;Trends in populations;Not at all a priority (-2)
118779168565;What are your camera trapping-related research questions?;Densities (number of individuals per unit area);A priority (1)
118779168565;What are your camera trapping-related research questions?;Abundance (number of individuals);A big priority (2)
118779168565;What are your camera trapping-related research questions?;Population abundance indices;A priority (1)
118779168565;What are your camera trapping-related research questions?;Distribution;A big priority (2)
118779168565;What are your camera trapping-related research questions?;Reproduction;Not at all a priority (-2)
118779168565;What are your camera trapping-related research questions?;Species interactions;A big priority (2)
118779168565;What are your camera trapping-related research questions?;Behaviour;A priority (1)
118779168565;What are your camera trapping-related research questions?;Activity patterns;A big priority (2)
118779168565;What are your camera trapping-related research questions?;Community structure;Neutral (0)
118779166933;What are your camera trapping-related research questions?;Presence/absence;Not a priority (-1)
118779166933;What are your camera trapping-related research questions?;Trends in populations;Not a priority (-1)
118779166933;What are your camera trapping-related research questions?;Densities (number of individuals per unit area);Not a priority (-1)
118779166933;What are your camera trapping-related research questions?;Abundance (number of individuals);Not a priority (-1)
118779166933;What are your camera trapping-related research questions?;Population abundance indices;Not a priority (-1)
118779166933;What are your camera trapping-related research questions?;Distribution;A priority (1)
118779166933;What are your camera trapping-related research questions?;Reproduction;Neutral (0)
118779166933;What are your camera trapping-related research questions?;Species interactions;A priority (1)
118779166933;What are your camera trapping-related research questions?;Behaviour;A priority (1)
118779166933;What are your camera trapping-related research questions?;Activity patterns;A priority (1)
118779166933;What are your camera trapping-related research questions?;Community structure;Neutral (0)
118779158322;What are your camera trapping-related research questions?;Presence/absence;Neutral (0)
118779158322;What are your camera trapping-related research questions?;Trends in populations;Neutral (0)
118779158322;What are your camera trapping-related research questions?;Densities (number of individuals per unit area);A priority (1)
118779158322;What are your camera trapping-related research questions?;Abundance (number of individuals);A priority (1)
118779158322;What are your camera trapping-related research questions?;Population abundance indices;Not a priority (-1)
118779158322;What are your camera trapping-related research questions?;Distribution;A priority (1)
118779158322;What are your camera trapping-related research questions?;Reproduction;Not a priority (-1)
118779158322;What are your camera trapping-related research questions?;Species interactions;Not at all a priority (-2)
118779158322;What are your camera trapping-related research questions?;Behaviour;Not at all a priority (-2)
118779158322;What are your camera trapping-related research questions?;Activity patterns;Not a priority (-1)
118779158322;What are your camera trapping-related research questions?;Community structure;Not at all a priority (-2)
118779158302;What are your camera trapping-related research questions?;Presence/absence;A big priority (2)
118779158302;What are your camera trapping-related research questions?;Trends in populations;A priority (1)
118779158302;What are your camera trapping-related research questions?;Densities (number of individuals per unit area);Not a priority (-1)
118779158302;What are your camera trapping-related research questions?;Abundance (number of individuals);Not a priority (-1)
118779158302;What are your camera trapping-related research questions?;Population abundance indices;A priority (1)
118779158302;What are your camera trapping-related research questions?;Distribution;A big priority (2)
118779158302;What are your camera trapping-related research questions?;Reproduction;Not at all a priority (-2)
118779158302;What are your camera trapping-related research questions?;Species interactions;Not a priority (-1)
118779158302;What are your camera trapping-related research questions?;Behaviour;Not a priority (-1)
118779158302;What are your camera trapping-related research questions?;Activity patterns;Not a priority (-1)
118779158302;What are your camera trapping-related research questions?;Community structure;A big priority (2)
118779157898;What are your camera trapping-related research questions?;Presence/absence;Not at all a priority (-2)
118779157898;What are your camera trapping-related research questions?;Trends in populations;A priority (1)
118779157898;What are your camera trapping-related research questions?;Densities (number of individuals per unit area);A priority (1)
118779157898;What are your camera trapping-related research questions?;Abundance (number of individuals);A priority (1)
118779157898;What are your camera trapping-related research questions?;Population abundance indices;A big priority (2)
118779157898;What are your camera trapping-related research questions?;Distribution;A priority (1)
118779157898;What are your camera trapping-related research questions?;Reproduction;Neutral (0)
118779157898;What are your camera trapping-related research questions?;Species interactions;A big priority (2)
118779157898;What are your camera trapping-related research questions?;Behaviour;A big priority (2)
118779157898;What are your camera trapping-related research questions?;Activity patterns;A big priority (2)
118779157898;What are your camera trapping-related research questions?;Community structure;Neutral (0)
